title,content0,content1,content2,content3,content4,content5,content6,content7,content8,content9,content10,content11,content12,content13,content14,content15,content16,content17
第7章 这么说，你想吃霸王餐咯？,完了完了，菊爷爷这是要吃霸王餐啊！,焱更是欲哭无泪，菊长老你这是要把自己的后路全断了啊！,见到菊斗罗脸上那副理所当然的笑容，林枫单手托腮，眼神平静得像一潭死水。他慢悠悠地开口，声音里带着危险的意味。,“这么说，你是想吃霸王餐咯？”,菊斗罗刚要张嘴说出“没错，本座就是不给钱”这句话，结果下一秒，他就感觉到让他窒息的压力扑面而来！,,,,,,,,,,,,,
第8章 菊花，你胆子挺肥啊,感受到这股恐怖压力后，菊斗罗几乎是下意识地就要召唤出武魂抵抗。,奇茸通天菊！,然而让他惊恐的是，那朵平日里霸道绝伦的黄金菊花，此刻竟然连一丝花瓣都没能绽放出来。,完全没有反应！,就像是被某种无形的力量死死压制住了！,“这怎么可能！”,菊斗罗内心狂吼，冷汗瞬间打湿了后背。,他可是九十五级的超级斗罗啊！,在整个武魂殿，除了教皇比比东和大供奉千道流，还有谁能压制的他连武魂都释放不出来？,可眼前这个看起来二十出头的年轻人...,“轰！”,下一秒，更加恐怖的威压如泰山压顶般狠狠砸下。,菊斗罗只感觉双腿一软，整个人不受控制地跪了下去。,“咔嚓！”,双膝重重砸在木质地板上，巨大的冲击力直接让地板出现一道道蛛网般的裂痕。,“菊长老！”,胡列娜三人在一旁瑟瑟发抖。,他们本以为两人之间定会爆发一场大战，打得难舍难分那种！
第8章 菊花，你胆子挺肥啊,可结果到头来，堂堂武魂殿长老，九十五级菊斗罗，竟然被一个眼神压得跪倒在地？,这一幕的冲击力，比什么都要来得震撼！,“这位前辈到底是什么级别的强者？”焱用力的咽下一口唾沫，声音都在颤抖。,而林枫此时依然保持着那副淡然的表情，单手托腮，眼神平静得让人心慌。,他慢悠悠地开口，声音轻飘飘的，却让人感受到死亡的威胁。,“在我的地盘，吃我的饭，还想不给钱？”,“菊花，你胆子挺肥啊。“,菊花？,平日里若是有人敢这样带有侮辱性的称呼自己，菊斗罗一定会让他明白，为什么花儿这样红！,身为武魂殿长老，他的威严岂容他人践踏？,哪怕是面对上三宗宗主之一的宁风致，对方也得给他几分薄面。,但现在的他，别说教训对方了，甚至连站都站不起来，甚至随时都有可能被对方杀死！,他的额头冷汗直冒，豆大的汗珠顺着脸颊滴落在地板上。,那张平时妖娆魅惑的脸此刻变得煞白如纸，连嘴唇都在微微颤抖。,现在他才终于明白，胡列娜三人为什么会表现得那么恭敬了。,胡列娜三人在旁边看着这一幕，心脏都快跳到嗓子眼儿了。,焱的脸色青一阵白一阵，恨不得直接冲上去给菊斗罗来个大嘴巴子。,
第8章 菊花，你胆子挺肥啊,你说你好端端的跑来装什么大爷？现在好了，把自己都搭进去了！,邪月和胡列娜更是紧张得手心冒汗，生怕林枫真的一个不高兴，直接把菊斗罗给咔嚓了。,可他们也不敢上前为菊斗罗求情。,毕竟他们对自己小卡拉米的身份认知还是很清楚的。,要是贸然上前求情，说不定都得死在菊斗罗前头！,场面就这么僵持着。,菊斗罗跪在地上瑟瑟发抖，冷汗把衣裳都打湿了。,林枫坐在摇椅上，表情淡漠得让人心慌。,这诡异的氛围让整个饭店都充满了压抑感。,而此时的林枫，心里却已经开始吐槽了。,他奶奶的，我警告你就是为了让你乖乖付钱，怎么这都不懂呢？,还有旁边这三根小韭菜也是，就不知道开口提醒菊斗罗一下？,我都演得这么明显了，你们还在那里装木头！,林枫在心里疯狂咆哮，可表面上依然保持着淡定。,没办法，人设不能崩啊！,他轻咳一声，再次开口。,“月关，我再问你一次。”,声音依然淡漠，却带着不容置疑的威严。
第8章 菊花，你胆子挺肥啊,“你是想吃霸王餐吗？”,这话说得已经相当明白了，就差直接告诉菊斗罗“赶紧掏钱”了。,菊斗罗哆嗦着嘴唇，终于反应过来。,对啊！,他和这位神秘前辈的冲突，不就是因为一顿饭钱引起的吗？,六万一千金魂币。,贵（跪）吗？,一点都不贵！,在生命面前，钱算个什么东西？,别说六万，就算是六十万，只要能保住小命，他菊斗罗眼都不眨一下！,“不……不敢！在下这就买单。”,菊斗罗的声音颤抖得跟筛糠似的，右手朝着左手手腕上的储物魂导器探去，准备取钱。,可这手抖得就跟帕金森晚期似的。,也不知道是太紧张了，还是被压制得魂力运转都不顺畅。,哆哆嗦嗦半天，愣是一个金魂币都没拿出来。,焦急之下，菊斗罗直接一把扯下手腕上的储物魂导器，“啪”的一声扔到胡列娜脚边。,“娜娜，你去帮我付钱！”,
第8章 菊花，你胆子挺肥啊,胡列娜看着地上金光闪闪的储物魂导器，愣了两秒才反应过来。,她蹲下身子，小心翼翼地捡起来。,“六万一千金魂币…”,胡列娜喃喃自语着，开始往外掏钱。,一枚，两枚，三枚…,见到这一幕，菊斗罗那个急啊！,都什么时候了，这丫头还在那里一枚一枚的数？,他现在感觉每一秒都像过了一年，那股压在身上的威压让他连呼吸都困难。,“娜娜！”,菊斗罗嗓子都喊哑的跟个被攥住脖子的老公鸡似的。,“你直接把里面所有的金魂币全给前辈便是！别数了！”,胡列娜这才如梦初醒，连忙跑到柜台前。,她将储物魂导器所有的财富一股脑的“倒”了出来。,哗啦啦！,金灿灿的金魂币瞬间堆了一桌子！,除了金魂币，还有各种价值不菲的宝石，翡翠，甚至还有几张金额巨大的金卡。,那堆金币在灯光下闪闪发光，简直像个小金山。,焱和邑月看得眼睛都直了。
第8章 菊花，你胆子挺肥啊,好家伙，菊长老真有钱啊！,林枫看着桌上这堆财宝，眉毛微微挑了挑。,这么多金魂币，能换多少积分啊？,但可惜，他只能收取自己应有的报酬。,不过表面上，他依然保持着那副云淡风轻的模样瞥了那金币山一眼，并默念道：,“系统，收钱。”,下个瞬间，柜台上那堆金光闪闪的金魂币就像被无形的手抓走了一样，瞬间少了一大截。,六万一千枚金魂币，不多不少，刚好消失得无影无踪。,剩下的那些金币和宝石依然安安静静地躺在桌上，一动不动。,胡列娜瞪大眼睛，下意识地揉了揉眼睛。,“这…这是什么手段？”,菊斗罗跪在地上，看到这神奇的一幕，内心的震撼更是无以复加。,这种精准的控制力，简直超出了他的认知范围！,而林枫此时却淡淡地摆了摆手，“我只是个开饭店的，又不是抢钱的。”,“诚信是最基本的。“,看着桌上剩余的那堆金币和各种宝石，林枫眸子里闪过一丝小小的遗憾。,这么多钱就在眼前，却不能全部收下兑换成积分，实在是有点可惜呢。,
第8章 菊花，你胆子挺肥啊,不过身为一个有原则的老板，该收多少就收多少，多一个子儿都不要。,这就是所谓的饭店职业操守！,随后，林枫轻轻打了个响指。,瞬间，那股压在菊斗罗身上的恐怖威压消失得无影无踪。,“多谢前辈手下留情！”,菊斗罗连忙从地上爬起来，对着林枫深深鞠了一躬。,可是林枫下一句话，又让刚认为逃过一劫的菊斗罗头皮一麻。,“现在霸王餐的事情结束了，现在我们就来谈谈浪费食物的事情吧？”,,,,,,,,,,
第9章 菊斗罗：死嘴，快吃啊！,听到“浪费食物”四个字，菊斗罗的脸色瞬间又白了几分。,他机械般地转过头，看向桌子上那些还剩下一大半的精美餐食。,云泽千丝银线面只吃了半碗，琉璃心果沙拉基本没动，炙烤雷犀肋排还剩大半……,“我…我…这…”,菊斗罗的嘴唇开始哆嗦，想要开口解释，却发现自己连一句完整的话都说不出来。,“我…我…这…”,林枫慢悠悠地从摇椅上坐起身，目光扫过桌上的剩菜。,“我好像已经说过了吧？”,他的声音依然慵懒，但其中透出的冷意却让整个餐厅的温度都下降了几度。,“这里不允许浪费食物。”,“而且浪费食物的代价，你承受不起。”,虽然这一次菊斗罗没有感受到任何威压，但光是林枫话语中的冷意，就足以让他亡魂大冒。,胡列娜三人在一旁看得胆战心惊，心想菊长老这次不会真的要凉凉了把？,菊斗罗感受到那股无形的压迫感，几乎是瞬间做出了决定。,他以前所未有的速度冲回座位，双手并用，开始大口大口地往嘴里扒拉着饭菜。,“唔唔唔！”,明明刚才还说吃饱了，现在却疯狂地往嘴里塞东西。,那副狼吞虎咽的样子，活像个三天没吃饭的乞丐。
第9章 菊斗罗：死嘴，快吃啊！,云泽千丝银线面被他一口气吸了一大团，腮帮子鼓得像河豚。,琉璃心果沙拉更是直接用手抓着往嘴里塞，完全顾不上什么优雅姿态。,他这姿态看的三小只眼神抽搐不已。,菊斗罗完全顾不上他们的眼光，现在他脑子里只有一个念头：,死嘴！快吃啊！,然真的会死人的！,十分钟后，菊斗罗的脸已经绿了。,他瘫坐在椅子上，双手捂着肚子，嘴里发出痛苦的呻吟声。,“呜呜呜…”,那副模样别提多狼狈了。,更要命的是，桌子上居然还有四分之一的食物没有吃完！,“不行了…真的不行了…”,菊斗罗眼神涣散，感觉自己的肚子马上就要爆了。,他从来没想过，有一天自己会被撑死在一家饭店里。,这要是传出去，他菊斗罗的脸往哪搁？,就在这时，他无意间瞥见了旁边的胡列娜三人。,这三个小家伙正眼巴巴地盯着桌上的剩菜，口水都快流成河了。,
第9章 菊斗罗：死嘴，快吃啊！,焱更是夸张，直接趴在桌子边上，鼻子凑得老近，使劲嗅着那诱人的香味。,“香…太香了…”,胡列娜也好不到哪去，小舌头不停地舔着嘴唇，眼神里写满了渴望。,邪月虽然表现得稍微矜持一些，但那拼命咽口水的动作还是出卖了他。,看到这一幕，菊斗罗眼神瞬间一亮！,对啊！,他怎么把这三个小家伙给忘了？,他们三个的肚子肯定有空余，更何况看他们这副馋猫的模样，肯定巴不得上来帮忙消灭剩菜！,“你们…”,菊斗罗刚要开口，却被林枫那懒洋洋的声音打断了。,“别想了。”,“他们等级不够，没资格享用九级美食。”,“你只能自己吃完。”,这句话就像一盆冷水浇在菊斗罗头上，瞬间把他的希望浇灭了。,“什么？！”,菊斗罗瞪大眼睛，简直不敢相信自己的耳朵。,“前辈，您就通融一下吧！”,“我真的吃不下了！再吃真的要死人了！”
第9章 菊斗罗：死嘴，快吃啊！,林枫这才慢悠悠地睁开眼睛，淡淡地瞥了他一眼。,“我这里的规矩就是这样，没有例外。”,“跨级享用？想都别想。”,胡列娜三人听到这话，心里也是一阵失望。,本来还以为能蹭个饭呢，结果连这个机会都没有。,“可是…可是我真的吃不下了啊！”,菊斗罗快要哭出来了。,没办法，菊斗罗只好拼着肚子被涨破的风险，继续往肚子里强塞食物。,“呜呜呜…”,菊斗罗的脸色已经从白变青，从青变绿，又从绿变紫。,他双手颤抖着夹起最后一块雷犀肋排，那块肉在他眼中已经不是美食，而是催命符。,林枫在一旁慵懒地托着下巴，看着菊斗罗这副狼狈样，心里偷着乐。,不过表面上，她依然保持着那副云淡风轻的姿态。,“吃完了？”,林枫的声音轻飘飘的，但听在菊斗罗耳中却宛如天籁。,”吃...吃完了...”,菊斗罗撑得像只蛤蟆，瘫坐在椅子上，双手捧着肚子，脸色紫得发黑。,
第9章 菊斗罗：死嘴，快吃啊！,那张平时妖娆魅惑的脸此刻扭曲得不成人形，眼神涣散，嘴角还挂着一丝残渣。,“我...我死了...真的要死了...”,菊斗罗扶着桌沿颤颤巍巍地站起身，每一个动作都像是在和自己的胃作斗争。,“焱，邪月，扶我一下。”,他的声音虚弱得让人不忍直视，完全没有了刚进门时那副高高在上的封号斗罗气势。,焱和邪月连忙上前，一左一右搀扶着菊斗罗。,可就在三人挪到门口的时候，身后传来了林枫慵懒的声音。,“别走。”,这两个字让菊斗罗的身体瞬间僵硬如石。,他缓缓转过头，脸上的表情要多苦逼有多苦逼。,“前…前辈，您还有什么吩咐？”,菊斗罗的声音都带上了哭腔。,这位活阎王还要干什么？,难道还嫌他受的罪不够吗？,林枫慢悠悠地从摇椅上站起身，“给你抽个奖。”,“抽奖？”,菊斗罗愣了一下，随即眼神瞬间亮了起来。,对啊！他把这茬给忘了！
第9章 菊斗罗：死嘴，快吃啊！,胡列娜他们不是说过吗，在这里吃饭是有抽奖环节的！,虽然被坑了六万多金魂币，还差点把自己撑死，但如果能抽到什么好东西，那也算值了吧？,林枫看向系统面板。,【消费:61000金魂币。】,【系统评价：可以称得上是一颗非常优质的韭菜，可以给予相对较好的奖励。】,【随机奖励：仙品药草奇茸通天菊。】,【宿主奖励：美食积分6100。】,【叮！恭喜宿主，触发小概率奖励暴击反馈。此次暴击倍数为10，随机仙品药草*10已经存入系统空间。】,见此，林枫眼神一亮，心想运气真好，第二次开张就触发这种小概率事件。,可他嘴角刚要勾起，结果下一秒，系统面板上又重新出现一行字体。,【但是，顾客因有吃霸王餐的嫌疑，外加强行吃下美食，完全没有做到享受食物的宗旨。】,【本系统最讨厌的就是这种不知好歹的杂鱼！现在还想拿奖励？做梦呢！】,【临时修改宿主只能拿到原本积分的十分之一，且顾客这次的抽奖奖励不予下发！】,【宿主积分修正：610】,眼睁睁的看着自己的积分缩水了十倍，林枫的表情瞬间就黑了下去。,,,
第10章 煮熟的鸭子飞了，菊斗罗心态崩了,看着系统面板上那个少了一个零的积分，林枫差点没当场裂开。,“我的积分呢？”,林枫在心中疯狂咆哮。,“我那么多的积分呢？”,从6100直接缩水到610，这尼玛直接少了十倍啊！,明明刚才还美滋滋地想着终于遇到一个大客户，结果转眼就被自家系统给坑了。,“系统你说扣就给扣了？咱能不能打个商量，只扣一半行不行？”,林枫在心里和系统讨价还价，完全没有在菊斗罗面前那副高深莫测的样子。,然而，系统的回应却是毫不留情。,【不行！而且不仅这次的积分缩水，以后如果还有韭菜违反规定，也一样会克扣杂鱼宿主的积分。】,【所以杂鱼宿主要尽可能的保证这种情况不会发生。】,系统的声音里满满都是嫌弃。,闻言，林枫那叫一个心痛啊！,如果早就知道会有扣积分这一说，他说什么也要一开始就震慑住菊斗罗。,林枫在心里哀嚎着，这种感觉就像是辛辛苦苦攒了一万块钱，准备去好好潇洒一把。,结果还没开始享受就丢了九千，任谁遇到这种事都觉得糟心。,似乎是察觉到了林枫的凄凉的心情，系统倒也是体贴的开口安慰了一句。,【这次发生这种事倒也未必全是坏事。】
第10章 煮熟的鸭子飞了，菊斗罗心态崩了,【请杂鱼宿主想想，通过这次对低素质韭菜的震慑，相信以后的韭菜们再也不敢违反规定了，也算是一劳永逸。】,听到系统这么说，林枫心里总算是稍微好受了一点点。,但就算是这样，林枫也决定，自己的心情不好，那菊斗罗今晚也别想有个好心情！,积分被扣得差不多了，那就让这朵菊花也尝尝什么叫做失而复得的痛苦！,想到这里，林枫嘴角勾起一抹恶趣味的笑容。,他慢悠悠地抬起右手，食指轻点虚空，表情淡漠得让人捉摸不透。,“你的运气不错，抽中大奖了。”,“大奖？！”,菊斗罗瞪大眼睛，那张被撑得发紫的脸瞬间涌上一抹潮红。,大奖啊！,胡列娜他们只是吃了碗清汤面就能提升魂力，他消费六万多金魂币，抽到的大奖该有多珍贵？,“是一株仙草，名为奇茸通天菊。”,听到这个名字，菊斗罗先是一愣，随即整个人都僵住了。,奇茸通天菊？,反应过来的菊斗罗眼睛瞪得老大。,奇茸通天菊！那可是和他武魂同根同源的仙草啊！,这株仙草对于其他人来说或许只是一株珍贵的药草，但对他菊斗罗来说，那简直就是命中注定的造化！,
第10章 煮熟的鸭子飞了，菊斗罗心态崩了,难不成现在这株仙草就在这位前辈手中？菊斗罗双眼死死盯着林枫，心脏砰砰直跳。,“前辈，您说的是…奇茸通天菊？您有奇茸通天菊？”,他的声音有些颤抖，带着不敢置信的惊喜。,要知道那可是仙品药草！他在大陆苦寻多年，也从未发现过这株仙草的消息。,如果真的能得到这株仙草，那他的实力必定能再上一层楼！,林枫淡淡点头，右手光芒一闪，掌中立刻出现了一株通体金黄的奇异菊花。,这株菊花和菊斗罗平时召唤出来的武魂外形一模一样，可不正是他梦寐以求的奇茸通天菊？,“这...这真的是奇茸通天菊！“,见到奇茸通天菊的那一刻，菊斗罗整个人都激动得颤抖起来。,他的双手不由自主地伸向前方，想要触碰这株梦寐以求的仙草。,胡列娜三人看着菊斗罗这副失态的模样，都被震撼得说不出话来。,要知道，平时的菊斗罗虽然妖娆，但作为封号斗罗，还是很有威严的。,可现在他就像个得到心爱玩具的孩子，感觉要不是肚子还涨的厉害，他都有可能原地激动得原地跳舞！,“菊长老，这株仙草很珍贵吗？“焱小声问道。,“珍贵？“菊斗罗虽然是在回答焱的问题，但是他狂热的眼神依旧死死粘在林枫手中的仙草上。,“焱啊，你知道这意味着什么吗？“,“这株奇茸通天菊，如果我能炼化它，不仅会突破困我多年的瓶颈，连武魂都能得到进化！“,“九十六级！九十七级！甚至九十九级都有可能！“
第10章 煮熟的鸭子飞了，菊斗罗心态崩了,听到这话，胡列娜三人齐齐倒抽一口冷气。,九十九级啊！,据说在整个武魂殿，也就只有大供奉千道流是这个境界！,可林枫却淡淡摆手，制止了他的动作。,心想你谢个屁！今天你要是能拿到奇茸通天菊，我林枫的名字倒过来写好吧？,随后，他控制着奇茸通天菊，慢慢的朝着菊斗罗飘去。,眼见奇茸通天菊朝着自己缓缓飘来，菊斗罗激动得浑身发抖。,他小心翼翼地伸出双手，生怕一个不小心损坏了这株无价之宝。,近了，更近了！,菊斗罗甚至能感受到奇茸通天菊散发出来的温和能量。,可就在他的指尖即将触碰到仙草的刹那，意外发生了！,奇茸通天菊突然像被什么力量拉扯一样，嗖的一声又快速飞回林枫手中！,“什么？！“,菊斗罗瞪大眼睛，看着自己空空如也的双手，整个人都懵了。,“前辈，这是...这是怎么回事？“,菊斗罗的声音带着明显的慌张和不解。,明明刚才还说抽中了大奖，怎么转眼就把仙草收回去了？,
第10章 煮熟的鸭子飞了，菊斗罗心态崩了,t他一抬头就看到，林枫正慢条斯理地把玩着手中的奇茸通天菊。,“前辈！您这是...“菊斗罗的声音都快哭出来了。,林枫淡淡瞥了菊斗罗一眼，嘴角勾起一抹玩味的笑容。,“你还好意思问？“,他的声音依然慵懒，但其中蕴含的讥讽却让菊斗罗心中一突。,“原本按照规矩，你在我这里吃饭抽奖，这株奇茸通天菊确实应该奖励给你。“,听到这话，菊斗罗眼中重新燃起希望的光芒。,可下一秒，林枫话锋一转。,“但是！“,这两个字就像一盆冷水，瞬间把菊斗罗浇了个透心凉。,“你先是想吃霸王餐，这已经违反了我店里的基本规矩。“,林枫慢悠悠地数着菊斗罗的“罪状“，手中的奇茸通天菊在指尖轻舞。,“然后，我明明提醒过你不要点太多，免得浪费食物，你偏不听。“,“最后，你虽然把菜吃完了，但那叫享用美食吗？“,林枫的眼神冷了下来。,“那叫牛嚼牡丹！暴殄天物！“,“你把我精心烹制的佳肴当成什么了？猪食吗？“,菊斗罗被说得一愣一愣的，张嘴想要辩解，却发现自己根本无话可说。
第10章 煮熟的鸭子飞了，菊斗罗心态崩了,“所以说...“林枫把奇茸通天菊举到眼前，轻轻嗅了嗅。,“你的表现让我很不满意。“,“这份奖励，没收了。“,说着，林枫右手一握，那株金灿灿的奇茸通天菊瞬间消失得无影无踪。,,,,,,,,,,,,,,
第11章 菊斗罗痛哭，喜提观察名单,看着奇茸通天菊在林枫手中消失得无影无踪，菊斗罗整个人瞬间石化了。,他僵立在原地，瞪大的眼睛里写满了不敢置信，就像被雷劈中了一样。,“没…没收了？”,菊斗罗的声音微弱得几乎听不见，脸色也是瞬间变得惨白如纸。,下一秒，仙草消失的现实终于击溃了他的心理防线。,“啊啊啊啊！”,一声撕心裂肺的惨叫从菊斗罗嘴里爆发出来，那声音凄厉得让胡列娜三人都忍不住打了个寒颤。,“我的奇茸通天菊！我的奇茸通天菊啊！”,菊斗罗的声音都变调了，带着浓浓的哭腔。,他双腿一软，直接跪倒在地上，眼眶瞬间就红了。,“前辈！前辈您开恩啊！”,菊斗罗哭得那叫一个梨花带雨，鼻涕眼泪糊了一脸。,哪还有半分封号斗罗的威严？,活脱脱就是个被夺走心爱玩具的熊孩子。,“我错了！我真的知道错了！”,“我不该想吃霸王餐！我不该不听您的劝告！我更不该糟蹋您的美食！”,“求求您！求求您把奇茸通天菊给我吧！”,胡列娜呆愣愣的看着这一幕，久久没有反应过来。
第11章 菊斗罗痛哭，喜提观察名单,焱和邪月也是面面相觑，两人都从对方眼中看到了震撼。,“菊长老这是…彻底破防了？”,“废话！换你你不破防？”,邪月小声回道：“那可是能让封号斗罗突破的仙草啊！眼睁睁看着到手的大机缘飞了，谁受得了？”,菊斗罗还在那里哭天抢地：,“前辈，我保证！我发誓！我以性命起誓，以后绝对不会再犯这种错误了！”,“您就原谅我这一次吧！”,“我愿意补偿！我可以加钱！我愿意出双倍的价格！不，十倍都行！”,说着，菊斗罗又从地上爬起来，颤抖着双手想要掏储物魂导器。,看着菊斗罗这副狼狈样，林枫心里的不快瞬间就被驱散好多。,让你丫的想吃霸王餐！,让你丫的不听劝告！,现在知道后悔了吧？,不过表面上，林枫依然保持着那副淡漠的姿态。,他慢悠悠地摆了摆手：,“别浪费时间了。”,“我这里的规矩就是这样，违规者不配得到奖励。”,
第11章 菊斗罗痛哭，喜提观察名单,“不管你出多少钱都没用。”,听到这话，菊斗罗眼中最后一丝希望也彻底破灭了。,他瘫坐在地上，双眼无神地盯着天花板，整个人就像失了魂似的。,就在菊斗罗绝望地瘫坐在地上时，旁边传来了一个欠揍的声音。,“菊长老，早知今日，何必当初啊。”,焱那张大脸上写满了“我早就说过”的表情，“我们一开始就让您别冲动，老老实实吃饭抽奖多好，早就拿到仙草了。”,这话一出，就像一根钢针直接戳进菊斗罗的心窝子里。,“对啊！我为什么不听他们的话！”菊斗罗猛地反应过来，懊恼得直接给了自己一个大嘴巴子。,啪！,清脆的响声在安静的店里格外刺耳。,“我怎么这么蠢！这么蠢啊！”菊斗罗边拍边骂自己，那张妖娆的脸被自己抽得通红。,胡列娜和邪月看得眼皮直跳，这位平时高高在上的封号斗罗，现在活脱脱就是个后悔到想撞墙的憨憨。,“如果我一开始就老老实实地进来吃饭，哪会有这些破事？”,菊斗罗越想越后悔，恨不得穿越回一个小时前给自己来一个大比兜。,“奇茸通天菊啊，我的奇茸通天菊…”,就在这时，林枫的声音再次响起，语气依然淡漠得让人心慌。,“月关。“,听到林枫叫自己的名字，菊斗罗浑身一个激灵，连忙抬起头。
第11章 菊斗罗痛哭，喜提观察名单,“前...前辈，您还有什么吩咐？“,林枫慢悠悠躺回摇椅上，慵懒的伸个懒腰。,“鉴于你今天的表现，我决定把你列入观察名单。“,菊斗罗愣愣地看着林枫，脑袋有些转不过弯。,“前辈，什么是观察名单？”,林枫半眯着眼睛，语气懒洋洋的：“顾名思义，就是重点观察名单。”,“你今天的表现很差，差到我都不想理你。”,“但考虑到你毕竟初次犯错，我勉强给你一个机会。”,听到这话，菊斗罗眼中瞬间燃起希望的火苗。,“前辈！您的意思是…”,林枫打了个哈欠，慢条斯理地继续说道：“观察期三个月。”,“这三个月内，你要是敢再犯同样的错误…”,他停顿了一下，眼神突然变得危险起来。,“直接拉黑，永远不许进店。”,这话就像晴天霹雳，把菊斗罗劈得外焦内嫩。,永远不许进店？,那不就意味着他再也没有机会得到仙草了？,
第11章 菊斗罗痛哭，喜提观察名单,“前辈！我保证！我发誓！”菊斗罗激动得差点又要跪下，“我绝对不会再犯这种错误！”,“以武魂起誓！以生命起誓！”,焱在一旁撇撇嘴：“菊长老，您刚才也是这么发誓的。”,菊斗罗瞬间炸毛：“你个臭小子！到现在还在那里说风凉话！”,“要不是你们三个小兔崽子非要拉我来验证什么，我能遇到这种事？”,胡列娜小声嘀咕：“明明是您自己不听劝…”,“你说什么？！”,“没…没说什么…”,眼看这几人要在自己店里吵起来，林枫轻咳一声。,瞬间，整个店铺安静得落针可闻。,看着几人安静下来，林枫满意地点点头。,他抬头看了眼墙上的钟表，懒散开口。,“行了，今天的营业时间结束了。”,林枫打了哈气，眼神扫过店内几人。,“都回去吧，先吃饭明天再来。”,菊斗罗听到这话，整个人都有些惴惴不安。,他刚被列入观察名单，不知道这三个月还能不能进来吃饭。,“前辈，那我明天…”
第11章 菊斗罗痛哭，喜提观察名单,“明天想来就来，不想来就别来。”,林枫淡淡的瞥了他一眼，语气里满是嫌弃。,“反正我的店里也不差你这么一个不听话的顾客。”,菊斗罗松了口气，连忙点头哈腰。,“是是是，前辈说得对！前辈您好好休息！”,等到菊斗罗被焱和邪月搀扶着走出门外的时候，月光已经洒满了整条街道。,“菊长老，您还好吗？”胡列娜关切地问道。,“好？好个屁！”菊斗罗欲哭无泪，“我这辈子都没这么撑过！”,就在这时，菊斗罗突然想起什么，猛地转过头。,“等等！”他急急忙忙挣脱焱和邪月的搀扶，踉跄着往回走。“我们还没请教那位前辈的尊姓大名呢！”,然而就在菊斗罗回头的瞬间，他们刚好看到林枫在店内随意一挥手，店门便自动合上的一幕。,更让人震撼的是，一句话清清楚楚地回荡在几人的耳边。,“我名林枫，不过是个普通的饭店老板罢了。”,,,,,
第12章 只要钱给够，长老没出糗,“我名林枫，不过是个普通的饭店老板罢了。”,听到这句话的菊斗罗眼角抽搐个不停。,普通？,普通的饭店老板？,你管这叫普通？,菊斗罗在心里疯狂吐槽。,这位前辈虽然实力强大且出手阔绰，但貌似很喜欢开玩笑啊。,他那如果算普通的饭店老板，那像他这样的封号斗罗算什么？,垃圾吗？,菊斗罗想想刚才被压得连武魂都召唤不出来的场景，心里就一阵发憷。,“菊长老，咱们现在怎么办？“,直到焱小声的在旁边问了句，菊斗罗这才回过神来。,他摸了摸还在发胀的肚子，想起刚才那株奇茸通天菊在眼前消失的画面，心里就跟猫挠似的难受。,“还能怎么办？林前辈都关门了，我们总不能在这里傻站着吧。“,菊斗罗一边说着，一边小心翼翼地瞄了眼紧闭的店门。,万一那位神秘莫测的林前辈觉得他们在门口杵着碍眼，再给他来个惩罚，那可就真的完蛋了。,“走走走，赶紧离开这里。“菊斗罗催促道，“免得惹得林前辈不喜。“,四人刚走出几步，菊斗罗突然停下脚步。
第12章 只要钱给够，长老没出糗,他想到自己刚才在林枫面前的种种丢脸表现全被三人看到，心里那个不得劲啊。,从吃霸王餐到被压制跪地，再到最后撑得像个河豚一样狼吞虎咽，简直把封号斗罗的脸面丢得一干二净。,“咳咳！”菊斗罗清了清嗓子，恢复了几分威严。“话说回来，你们三个小家伙，这次可是立了大功了。”,“嗯？”黄金一代三人组都是下意识的转头看向菊斗罗。,菊斗罗笑了笑，“是谁最先发现了这家神奇的饭店？是谁第一时间回武魂殿汇报？”,焱挠挠头：“那自然是我们！”,“没错！”菊斗罗点头，兰花指轻抚下巴。,“虽然本座今天的经历…咳咳…稍有波折，但不可否认的是，你们确实为武魂殿发现了一个天大的机缘！”,三人眼神一亮。,对啊！,刚才他们都被那位林前辈的实力震惊，倒是把自己立了功这事儿给忘了。,“菊长老的意思是…”,“当首功！”菊斗罗斩钉截铁地说道。“这件事我会亲自向教皇冕下禀报，为你们三个请功！”,说着，菊斗罗从储物魂导器中掏出三张金卡。“不过眼下教皇冕下还在闭关，在那之前，本座先给你们点实际的奖励。”,三张金卡在月光下闪着诱人的光泽，每一张上面都清楚地标着“贰拾万“的字样。,“卧槽！“焱眼珠子都快瞪出来了。“菊长老，这是...“,“二十万金魂币！“菊斗罗豪气干云地一挥手。“每人一张，就当本座的私人奖赏！“,
